User Name,Review Count,Rating,Review Text
Amalia Pratiwi,2,5,dekat dengan lrt stafnya ramah ramah kamar nyaman dan sudah bisa netflx makanan juga enak2 terima kasih mas irwan pelayananny memuaskan
eldwin gwin,4,5,hotelnya nyaman bersih pelayanannya dibantu dengan mba andin sangat cepat dan baik next bakal kesini lagi
Titi Hairunnisah,2,5,kamar nyaman dan bersih pelayanan sangat ramah dibantu mas ezii
AGUS WISWANTO,1,5,hotel a bagus dengan wilayah yang cukup strategis karena ada lrt tukbkamar danbathroom a bersih fasilitas dan amenitis cukup lengkap
Nadya Putri Andini,2,5,pengalaman menginap diharper memuaskan pelayanan baik kamar bersih dibantu mas ezii
rizkyabadi prabowo,2,5,pelayanan dan service baik dari makanan dan ruangan nya oke sherly reception
ABe ZLSWAS,2,5,secara keseluruhan makanan dan minuman di restoran hotel ini enak dan sesuai dengan lidah tempatnya nyaman dan bersih sarapan pagi yang bikin mood banget mass irwan keren dan ramah
Widya Wannenda Roza,9,5,alhamdulillah walau cuma nginap satu hari tapi semua okay apalagi saya yang lagi urusannya ke hak tower cukup jalan kali 5 langkah sampai fasilitas oke tidak ada minusnya juga dimata saya sarapannya dong uenak² semua irwan
Rachman 15,14,5,untuk menu makanan cukup bervariasi dan sangat memuaskan top mbak nurul
amrullah damiri,11,5,pelayanan ramah tamah mas ezii full senyum dan informatif makanan enak enak dan bervariasi
Adhen Ali,1,5,nyaman nginap disini dengan pelayanan yang ramah andin reception baik
Herminalia Agustin,4,4,makanan enak dan bervariasi tempatnya nyaman dan bersih thanks mba faiza
Ahmad Fahroji,4,5,pelayanan baik dan kamar bersih jos semuanya ezii
Yusuf Falah Hibatullah,2,5,hotel dengan akses langsung ke lrt mrt cawang jadi memudahkan jika ingin berpergian menggunakan transportasi umum kamar juga luas dan tidak kotor irwan
kipli keren,1,5,kamar lumayan luas bersih harum staff yang ramah seperti ezii
Jefry jefry alan budi kusuma,1,5,tempatnya nyaman dan pelayanan mb andin dari resepsionis sangat memuaskan
Tommy Indrawan Santana,1,5,sudah beberapa kali menginap di hotel harper ini kamar bersih sarapan enak dan banyak variasinya
Chandra Batubara,2,5,pelayanan bagus staff ramah dan kamar yang sangat nyaman mba sherly
aoh munawaroh,5,5,hotel nyaman dengan harga yang middle untuk fasilitas overall oke pelayanan baik ezii
Dhirojati,5,5,makan siang oke room oke service dabest thank you kak sherly
ZainuL MT,3,5,kamar nyaman dan bersih untuk toiletnya dan ada netflixnya pelayanan staff baik ezii
Nofi Syafikhoh,14,5,thanks mas irwan atas pelayanannya untuk beberapa makanan rasanya oke cuma lontong sayur aga asin dan untuk sarung bantal nya harap diperbaharui sudah aga kusam overall semuanya sangat memuaskan
Firman Saputro,41,5,full variasi makanan enak enak pelayanan ramah dan baik dari segi service nya ezi
Gilang Ramahdan,4,5,makanan nya sangat lezat dan bervariasi dekat dengan lrt special thanks for kak andin
Fepi Kurnia,4,5,menu makan siang menarik dan enak terima kasih kak sherly
Dessy Anggraeny,314,4,pertama kali nginep di hotel ini dengan pilih tipe superior room only hotelnya deket banget sama lrt cawang kalau mau kemana mana pakai transportasi umum gampang banget trus disana juga banyak orang jualan makanan dan minuman tinggal jalan dikit lokasinya juga strategis kemana mana deket saat kesana stg 1 udah bisa langsung checkin karyawannya ramah ramah untuk kamar nya ada tv tapi bukan tv yang bisa pakai youtube kasur dan bantal 4 kamar bersih ada kulkas ada teko listrik kopi teh gula lemari air bisa refill di lorong hotel amenities lengkap tisu kamar mandi bersih ada kursi dan meja untuk santai cuma sabun cair nya saat itu ternyata tidak di refill sampe stg penuh lah paling tidak jadi saat mandi pertama di hotel udah habis duluan untung bawa sabun sendiri fasilitas hotel ada breakfast kolam renang semi indoor gym berbayar ruang pertemuan overall hotel ini cukup recommended buat yang ingin menginap di daerah yang sangar strategis di jakarta
Bendang Sameto,1,5,sarapannya enak menunya lengkap lokasinya strategis persis di samping akses lrt kamarnya nyaman service nya responsif hanya saja kurang lampu led strip di atas tv jadi kamarnya kurang terang tapi katanya memang sedang ada proyek kebetulan didampingi gro yang ramah mas irwan yang menanggapi feedback dengan baik
murni rahayu Purwaningsih,8,5,makanan snack semuanya enak lokasi strategis samping stasiun lrt dan halte busway
Muhammad Alvaro Fahrezi,4,5,hotel nya nyaman pelayanan nya sangat ramah terutama mbak balqis breakfastnya sangat bervariasi dan yang paling menarik ada healthy corner dengan salad dan jus homemade asli dari buah dan sayuran
Afri diyansyah,44,5,a cozy downtown hotel saya menginap satu malam di sini untuk perjalanan bisnis dan overall cukup puas pelayanannya baik staf ramah dan fasilitasnya sesuai dengan standar hotel bintang 4 menu breakfast yang disajikan saat jam sahur cukup variatif dengan pilihan makanan yang beragam dan cukup enak kamarnya bersih dan nyaman begitu juga dengan kamar mandinya yang terjaga kebersihannya dari jendela kamar pemandangan stasiun lrt cawang terlihat jelas memberikan pengalaman menginap yang lebih menarik selain itu hotel ini juga memiliki kolam renang sayang saya cuma menginap semalam jadi tidak sempat mencobanya overall hotel ini tempat yang saat untuk perjalanan bisnis maupun liburan singkat nyaman dan bikin betah
Devi Damayanti,7,5,irwan untuk semua pelayanan di hotel bagus semua baik dengan kamarnya yang luas dan bersih untuk area kolam renang bersih luas dan nyaman makanan untuk breakfast varian banyak serta rasa enak semua sukses harper
Asep Karyana,1,5,pelayanan dan kamar hotelnya rekomended makanan juga enak enak sherly
Imanuel Angga,5,5,hotelnya nyaman ada swimming pool ada function room dan ramah anak ezii
Agnes Vega,87,3,barusan banget check masuk di hotel ini karena liat rating di google bagus mungkin saya kurang beruntung ya kamar pertama diberikan di lantai 7 bau sekali seperti gudang lama lalu dipindah ke lantai 5 bersih dan tidak ada bau aneh hanya saja ac terlalu dingin remote ac tidak berfungsi suami jadi sakit karena tidur kesentor ac bagi yang sambil kerja susah buat kerja di dalam kamar karen penerangan dalam kamar remang semua bagi yang bawa barang banyak pintu lobby tidak terbuka otomatis mungkin agak kesulitan karena tidak ada staff yang standby di area pintu lobby
Afit Sefudin,4,5,secara keseluruhan makanan enak recommended buat yang mau maksi disini sherly
ilmi latansa,8,5,baik sekali dan menyenangkan mba andin sebagai resepsionis juga cukup ramah
Hasan irfan,1,5,sherly pelayanan bagus kamar bersih menu sarapan oke
Gavin Evianto,1,5,makanan dan pelayanan mantap apalagi petugas resto yang bernama mas irwan ramah dan baik saya pesan kamar deluxe double diluar ekspektasi dinaikin ke junior suite tanpa tambahan biaya mantap pokoknya rekomend hotel di jakarta
Kamel Wirawan,5,5,rasa makanan enak tempat nyaman reception mba andin ramah
Juwita Tindage,1,5,kamarnya nyaman bersih pelayananya juga baik dan ramah andin
dea noristi4,3,5,thank you buat mas ezii dan mba selvy atas pelayanan yang sangat baik dan ramah
Auliya Salsabila,8,5,hari kedua pelatihan di sini baik kamar hotel resto maupun venue tempat pelatihan semua bagus tertata dengan baik note buat screennya saja si agar lebih jelas lagi karena terlalu pudar terkena sinar dari luar cc irwan
Sartono Tono,2,5,terima kasih andin atas pelayanannya menu hari ini masih baik n bervariasi
ningsih mulasrih,1,4,makanannya enak2 menu pendampingnya juga enak semua dilayani mba faiza best
Sunartun Atun,1,5,hotel nyaman berkesan dan bersih semua karyawan ramah dibantu oleh mas ezii
Suhartini Ananta,3,5,hotel ini sangat bagus untuk kegiatan meeting di kemendikbud fasilitas ruang meeting yang nyaman dan tenang membuat peserta meeting dapat fokus pada materi yang disampaikan makanan dan minuman yang disajikan juga sangat lezat dan memuaskan
Reva Putri,1,5,hotelnya bagus enak nyaman pelayanan mba andin sangat memuaskan
Bella Tamara Vista,1,5,hotelnya bagus nyaman pelayanan mba andin memuaskan ramah
Cindy Amelia,3,5,hotelnya bagus nyaman pelayanan dan fasilitas lengkap sherly
Merry zhou,3,5,pelayanan sangat baik ramah dan memuaskan gercep banget terhadap perubahan makanan jg enak nyaman banget buat tinggal
Dena Ratna,6,5,semuanya bagus enak nyaman senang sekali menginap disini
Reza Ni,1,5,pelayanan bagus makanan enak sangat puas makan disini thank mba nurul
Tirta Kartika rianto,2,5,sudah beberapa kali mengingap disini bareng keluarga untuk nikmatin waktu liburan dan tempatnya strategis
Black Hat,3,5,makanannya enak2 staf dan pelayanan nya ramah hotel dan restoran nya nyaman terimakasih mas irwan
Muhammad Yahya ariftianto,2,5,thanks kak andin resepsionis atas pelayanan nya membantu pada proses check masuk
Ika Septiana,1,5,hotel nya bagus sangat nyaman pelayanan mba andin sangat memuaskan
Nurita fkes,1,5,hotelnya enak bagus nyaman pelayanan mba andin sangat memuaskan
Herbayu Wibisono,1,5,kak andin resepsionis sngat humble mkanan di resto enak dan bervariasi
Yezaya Putra,66,5,nyaman staffnya ramah saat check masuk di restoran menu sarapan bervariasi pelayanan mas irwan di front office sangat ramah terima kasih
Komunitas Ondel ondel jakarta,2,5,salam hangat dari kami pelestari budaya betawi terimakasih hotel harper telah turut andil dalam pelestarian budaya betawi sesuai dengan amanat perda dki jakarta no 4 th 2015 tentang pelestarian budaya betawi pergub no 11 th 2017 tentang 8 ikon betawi serta uu no 5 th 2017 tentang pemajuan kebudayaan semoga semakin sukses dan bermanfaat untuk warga jakarta salam budaya
Widya Rafifa Salsabila,8,5,service sangat baik staf ramah makanan enak segar dan banyak sekali opsi dibantu oleh kak irwan dalam pengisian ulasan ini
Rizka kurnia,2,5,bagus dan bersih kamarnya pelayanan baik dibantu mas ezii
Aldi Saputra,1,5,sherly semua stafnya ramah dan kamarnya pun cukup luas terimakasih
Hafizh Rifky Novaldi,9,4,fasilitas kamar kurang optimal seperti ac kurang dingin dan bersuara keras kulkas tidak dingin
JAGAD COSMEDIKA TAMA,1,5,kamar oke makannya enak banyak variasi dan g mahal dibantu dengan kak andin thank youu
Adip Mudai,1,5,tempat nyaman untuk liburan keluarga service nya bgus dari kak andin bagian resepsionis sukses harper
Kharisma Danang,2,5,nyaman dan bersih kamarnya pelayanan baik dibantu mas ezii
IMP ditlilap,6,5,untuk makanan utama agak kurang tapi dessertnya enak2 servicenya oke td dibantu sama mas irwan terus receptionist helpful saat tadi butuh obat sakit kepala dikasih persediaan pribadi mbaknya
sela frisca,1,5,tempat nya baguss keamanan juga ketat pelayanan nya rapih cepet makanan juga enak kamer bersih nyaman kamer mandi juga tidak bau bersih irwan
Dian Retnoningsih,5,5,terima kasih kamar nya bagus di upgrade ketika check masuk malam hari terima kasih mba andin
Martin Giovannie,1,5,pengalaman stay saya nyaman dan stafnya sangat ramah juga mas irwan bikin liburan saya menyenangkan
Bernadita indah,7,5,great experience mba andin sbg resepsionis nya juga ramah sekali keep it up
Irma Sefrinta,2,5,head shower kamar 626 yang tidak bisa diadjust jadi terlalu menempel dengan keran dan sulit mas irwan receptionist
Khezia Stevi Liana,7,5,service di restonya excellent banget sangat gercep untuk membantu masuk case perlu bantuan makanan variatif room very clean overall keren ini udah kesekian kalinya stay di sini thank you irwan
Feby Aryani Sasmita,6,5,suka dengan semua makanannya hotelnya juga nyaman semua berfungsi untuk fasilitasnya baik aku minta di high floor pun aku dapat tenang juga suasanannya untuk makanan mungkin hashbrownnya udah enak tapi kurang hangat panas di penyajiannya dan mungkin untuk rotinya bisa ditambah keji slice misal cheddar amannbanget thanks to mas irwan
중하나,10,5,pertama kali menginap di harper sangat nyaman dan pelayanan memuaskan dibantu cekout pak ezii
Jhony Group,3,5,tempat nya cozy dan rasa makanan nya enak pelayanan nya cukup memuaskan
Radityo Firmansyah,2,5,makanan yang disajikan sangat beragam dan rasanya dijamin enak semua lokasinya cukup strategis sangat cocok untuk keperluan meeting kamar juga bersih dan fasilitas di dalamnya berfungsi dengan baik balqis terima kasih sudah melayani saya dengan baik
Suyi Irianti,1,5,untuk menu sarapannya banyak pilihan enak dan kualitasnya terjamin nurul
il ham,6,1,tolong management hotel customer titip pesanan online jika sudah note nama tidak perlu cantumkan unit privasi food online di tolak resepsionis karna tidak ada unit saja kasih tau juga pengunjung jika pesan online di wajibkan note unit jika sop seperti itu bukan di limpahkan ke driver jika customer tidak memberikan unit hotel jangan gantung ke driver online menunggu
Anggie Hatanta,3,5,kamar nya nyaman tidak ada kendala terimaksih hrper dan kak andin resepsionis
Junaiyah Yakub,1,5,makanan mantap enak enak jus nya juga seger seger dibantu pelayanan mas ezii
princessa anggraini,14,5,dekat stasiun cawang kamar bersih playanan ramah makanan byk pilihan sherly staff yang bntu
teti office,1,5,terimakasih untuk hidangannya sumpah semua masakannya enak enak udah beberapa kli sewa ruang meeting disini pelayanannya ramah karyawan sigap irwan
Maulana Putri,1,5,alhamdulillah makanan nya enak juga beragam jenis yang tersedia pelayanan nya juga sangat baik terutama salah satu pelayan nya mas irwan hanya untuk kuah buburnya tidak ada rasanya saran untuk jus nya mungkin boleh pakai buah asli bukan buahvita
suhenk suharmanto,1,5,makanan nya enak excellent terimakasih untuk pelayanan nya mbak nurul top
Fadlika indra purnama,12,5,sarung bantal sudah perlu di ganti baru dan penerangan lampu di kamar mandi perlu di atur pencahayaannya
Nelvira AileenKathleen,13,5,tempat menginap yang lokasinya sangat dekat dengan kereta cepat woosh hotel yang nyaman bersih pelayanan baik kami pasti akan kembali kesini
Rica viera,12,5,pelayanan oke kamarnya nyaman thanks mba sherly ya
Uni Oena,23,5,kamarnya nyaman air minum juga kita bisa ambil lgsg dari dispenser breakfastnya jg enak²
danjar tatang,2,5,makanan minumanya enak sekali buffetnya lengkap thanks mba faiza
Catur,4,5,sherly ramah hotel nya strategis menu makan siang juga enak dan komplit
Eko Saputro,4,5,hotel yang tidak pernah gagal dalam memberikan pelayanan yang terbaik untuk tamu tamunya
abuhanif alkhairy,1,5,mantap kamarnya nyaman pelayanan baik dibantu mas ezii
Ismail Mail,2,5,kamar nya aman tidak ada kendala makanan nya juga lengkap andin reception
muhammad ardiansyah,2,5,breakfast bagus variasi makanan juga banyak good services from the bf staff especially nurul
Allysha Fathia,3,5,breakfast is very nice pastries nya paling enak bruchetta tastes so good juga overall 9 10 the service 10 10 banyak dibantu juga oleh mas irwan terima kasih
shafy almira,2,5,pelayanan baik kamar bersih dan nyaman sarapan banyak pilihan dan enak enak terima kasih juga untuk mas irwan yang sangat helpful dan ramah
Jemmi Sampurna,1,5,hotel nya nyaman rapi dan bersih pelayanan nya ramah sherly
Louis Bintang,4,5,lokasinya strategis dekat dari mana mana pelayanannya sangat baik kamarnya rapih bersih dan bagus
Hardianti Prawita,9,5,hotelnya nyaman kamar bersih cuma kemarin ada kendala di water heaternya untungnya staffnya gercep sarapan paginya juga enakk thankyou kak irwan
risky kusumo,1,5,kamar nyaman dan bersih sempat ada kendala di air tapi cepat tanggap ezii
Mikhail Rendy,2,5,hotel bagus dan keren pelayanan ramah terutama kak ezi yang baik hati
Faizah Zahro,1,5,nyaman kamarnya pelayanannya ramah dengan resepsionis ka andin
Inong Zoelkifli,4,5,makanannya enak stafnya ramah ramah dan sangat humble terimkasih sherly
M J,6,5,pengalaman menginap yang luar biasa kamar bersih rapi dan sangat nyaman staf hotel sangat ramah dan profesional selalu siap membantu dengan senyum lokasinya strategis sarapan yang disediakan juga enak dan dan banyak menu direkomendasikan untuk yang mencari penginapan berkualitas dengan pelayanan terbaik setiap ke cawang saya pasti nginap di hotel ini terimaksih buat smua staf htlny trmsuk mba vera
jessy milia,6,5,disini makanannya enak enak sekali staff nya semua sangat membantu dan mas irwan jg sangat ramah dengan kita terimakasih harper mt haryono
Suherman Tjan,1,5,makanan semua enak dan ada pilihan termasuk minumannya andin
Vera Ruth,3,5,pelayanannya baik dan cepat respon sarapan enak dan bnyk variasi
fahri kurnia,1,5,"makanannya enak dan lengkap, terima kasih andi sudah membantu saya"
Romeo valentino Putra disa,1,5,hotel keren dan luxury untuk staff nya ramah dan terimakasih banyak untuk mas ezii
Malika,2,5,kamar nyaman dan bersih karyawan baik baik dan ramah terimakasih mas ezii dan mas reynaldii
Rohmanika Raharja,1,5,makanan enak pelayanan baik dan sangat membantu mba nurul
Andhika Dwi Saputra,5,5,kamar nyaman dan bersih good service ezii
Rhifki Adhyaksa,6,5,untuk makanan pagi di harper lengkap di banding hotel dengan bintang yang sama dan rasanya mantap untuk mas irwan service excellent
Kiraru Shoriya,1,5,kamar nya nyaman shower nya enak sarapan di resto nya juga enak enak pokok nya bagus deh tapi tempat nya kayak nemu hidden gem saja
David Hap,1,5,kamar ny nymn bersih pelayanan nya baik dibntu check keluar dengan mba andin terimakasih
Noval Nara,1,5,mantap makanan enak kamar nyaman san bersih ezii
Rusmini Susilawati,1,5,saya puas dengan kondisi roomnya dan pelayanannya bagus trimakasih serly
ridho mustaqin,2,5,hotel sangat nyaman dan pelayanan yang ramah kamar bersih dan luas sangat memuaskan
Aksay Zibran,2,5,kualitasnya bagus pelayanannya ramah kamarnya bersih pokonya mantap pol lah
Lili Retno Kusnaeni,43,5,tempatnya nyaman makanannya enak pelayanannya ramah thanks mr ezi and all staff
yogatama -,52,5,kamarnya overall oke pelayanan cekout dibantu mas ezii
muliana ana,4,5,makanannya cukup enak service juga baik andin
Rizki Fauzi Kurniawan,4,5,hotel recomend nyaman dan pelayanan memuaskan terimakasih mas ezi sudah dibantu
Amir MACHMUD,52,5,harganya mahal tapi nyaman makanannya enak pelayanannya ramah eezi is the good fo
atie parwati,1,5,great location makanannya enaak banget faiza thanks yaa servuce excelent
Yuniar Indriati Pekanbaru,4,5,cukup bagus dan menu sarapannya cukup byak varian dan rasanya enak
Yasinta Endah,12,5,lokasi strategis hanya pintu masuk saja yang agak membingungkan bagi orang luar kota
Cmiiww,3,5,hotelnya sangat nyaman dan sesuai ekspektasi saya sangat menikmati menginap di hotel ini
Nazwa Adelia,3,5,untuk makanannya enak sherly pelayanannya juga sangat bagus
Surya Saputra,3,5,roomnya oke dan fasilitasnya juga lengkap terimakasih kak sherly
Yulia Safitri,3,5,pelayanan bagus staf atas nama ezii sangat membantu dan makanan bervariasi
Retno Wahyudi,2,5,harper mt haryono memberi rasa aman dan nyaman saat kita beristirahat dalamprjalanan ataupun liburan trimakasih mas ezi atas layanan dan infonya
Sevina,49,5,untuk restoran makanan sangat variatif ada ramen juga menu prasmanan enak2 aplagi tempura nya thank you kak zia service nya tapi untuk kamar nya kaca kotor dan plafond keliatan sudah pecah dan berjamur tapi semoga di perbaiki maintance nya
Budi Prabowo,5,5,mantap dan nyaman untuk makanan dan kamarnya jos ezii
rifa khusnul utami,3,5,pelayanannya baik ramah langganan disini sejak 2018 very kindly service exii
HANDOYO PUTRO,19,5,makanan sangat bervariasi menunya menambah selera makan bertambah pertahankan pelayanan di resto yang sudah baik irwan
Meyriza Wedhastria,5,5,kamar bersih pelayanan ramah ezii membantu cekout panggilkan taxi
Fitria Rahmawati,2,5,perjalanan kali ini sya memilih staycation disini dan tidak mengecewakan apalagi pelayanan mba andini sangat membantu saya menemukan tempat belanja termantul
Vina Lestari,1,5,tempatnya nyaman makanannya enak pelayanan nya ramah nurul
Kuyy Ahh,1,5,bagus dan nyaman kamarnya staff baik dan membantu ezio
Umi Kalsum,1,5,sangat senangbisa menginap disini ada fasilitas kolamnya pokoknya oke deh
jimmy hardiyanputra,2,5,makanya enak kamarnya bagus worth it banget buat tidur nyaman untuk di pakai
Rizki Suciningtyas,4,5,setiap ke kantor hk pasti nginepnya disisi dekat mudah makanan enak kamar bersih pokoknya
GEORGE CLEAREN,1,5,untuk hotel bgus pelayanan okey makanan nya juga oke semua untuk pemesanan makanan saat malam hari cukup cepat dan servicenya masih bagus saat malam hari irwan
Putri Mutiara Indah,1,5,staycation di hotel harper sangat menyenangkan dan kamarnya juga bersih nyaman dan sangat wangi pokonya the best dan staf houskeeping nya juga sangat ramah dan cekatan good pokonya
aleh mustofa,1,5,kamarnya bagus makanannya memuaskan lokasinya strategis mantap sekelas bintang 5 irwan
April Aprilia,1,5,pelayanannya bagus makanannya juga enak enak kamarnya juga nyaman
Cherly Kansil,3,5,hotel bagus lokasi strategis pelayanan ramah ramah khususnya mas ezii memuaskan terimakasih
Wardi Wardi,1,5,dinnernya memuaskan dan servis nya juga mantap sherly
Radot nababan,3,5,baguss pelayanannya kamarnya juga cukup luas ezii
writing service,3,5,makanannya enak kamarnya nyaman dan lokasinya jg sgt strategis thanks pak irwan
Mudiyono Mudiyono,20,5,makanan enak cocok di lidah ada menu spesial es pisang ijo serly
Fatmalia Khoirunnisa,115,5,semua makanan enak dan variatif aksesibilitas juga enak staf sangat membantu kemaren kebetulan dapat trial banana pie dann enakk banget tolongg jadi menu wajib di resto saran untuk roti dinat bomboloni dll topping gula halus jangan langsung dikasih ke rotinya tapi berikan saja di mangkok secara terpisah jadi bagi customer yang butuh gula tinggal ambil seperti penataan pada roti bakar untuk protein barangkali bisa ditambah daging sapi hehee terima kasih untuk mas irwan staf hotel
Panutury Pardede,1,5,sangat menikmati menghabiskan waktu di hotel ini kamarnya bersih pelayanan bagus makanannya enak terima kasih pa irwan n segenap manajemen hotel
Ilham Lubis,6,5,pelayanan baik menu makanannya variatif cuma kurang berbumbu pastry bisa ditingkatkan lagi mohon untuk kopi bisa diganti dengan yang lebih baik terimakasih mas irwan
Ferisa Wijayanti,8,5,pelayanan bagus hotel nyaman kamar nyaman dan luas serta sarapan enak dibantu dengan receptionis yang ramah mas irwan
prabowo bs,8,5,andin pelayanannya oke makanan enak berbagaim macam varian dari british sampain javanese
chika,4,5,kamarnya nyaman makanan enak enak karyawan ramah ezii
Mohammad Rangga Adrian Firdaus,5,5,overall good apalagi pelayanan dan makanannya terutama mba andien sangat membantu
Muhammad Azka,2,5,overall oke pelayanan dan kamarnya ezii
Kroser273,1,5,oke bangt tempat nya karyawan nya juga gercep dan informatif mba andin salah satunya thanks harper sukses selalu
Zahwa Putri,1,5,lokasi strategis deket banget ke whoose dama ke bandara untuk semua karyawan nya pun ramah dan sigap next kalau transit pasti pilih hotel ini lagi
Tgifi Oriole,288,4,lokasi cukup mudah dijangkau kamar cukup bersih dan suasana nyaman pelayanan ramah dan makanan enak
Yudha Aji Nugroho,5,5,makanan di hotel ini sangatlah enak sesuai dengan lidah orang jawa pokoknya kalau menginap di hotel herper ini tidak akan menyesal guys irwan
Reza diarzo,5,5,menyenangkan nginep di sini dengan pelayanan ramah dan gercep terima kasih kak andin untuk pelayanan nya yang ramah
Gloria Olivia,5,5,kamar bersih breakfast enak kolam renang aman buat anak2 deket pusat kota pelayanan memuaskan trm kasih
Saputra Ramadan72,1,5,hotelnya sangat bagus kamarnya bersih pelayanan nya sangat baik
FARIZQA HUDARANIE SANTOSO,3,5,sarapan enak semua kamar nyaman pelayanan dari mbak andini oke sangat ramah
Taufik Doang,1,5,makanan nya enak ruang meeting nya nyaman staf andin sangat ramah
Daffa Hade,1,5,mantap untuk kamar dan pelayan nyaman karyawan ramah dan baik mas ezii
didong deni,4,5,lokasi strategis dekat dengan lrt dan stasiun kcic praktis makanannya oke
Seycan Hatha Manday,2,5,lokasinya cukup strategis dengan ruangan meeting yang ruangan yang tersedia dengan perlengkapan yang lengkap dan rapih makanan nya juga berkualitas para staff disini juga ramah dan menyenangkan terutama ka irwan yang melayani saya dan teman saya dengan baik
Basuki Santosa,2,5,makanannya enak bervariasi dan pelayanannya baik sekali terimakasih mbak nurul
Fredy Tan,15,5,nyaman dan bersih pelayanan baik dan ramah ramah karyawannya ezii thanks
Fahrizal Fahri,1,5,kamar nyaman fasilitas lengkap resepsionis ramah andin
Ferdina Riza,1,5,bagus bangett apalagi kaka andini cantika baik banget ramah cantik tidak kecewa nginep disana
Liston Jenta Hutajulu,2,5,untuk makanan enak enak banyak pilihan dan cukup menarik thanks mbak nurul
Ana Fadhilla,3,5,memuaskan dekat dengan mart dan lrt dekat dengan busway dilayani dengan kk andin dan dibntu showing room terimakasih
Teteh Meli,1,5,hotelnya bagus sangat nyaman bersih pelayanan mba andin jg bagus sangat memuakan
fatih fatih,1,5,tempat nya baguss rapih kamer mandi nya juga bersih wangi kamer nya nyaman rapih pelayanan juga bagus makanan enak enak terjangkau juga irwan
aan saja,3,5,makanan sangat bervariasi dengan pelayanan sangat memuaskan tanks mba nurul
Leony julista,2,5,kamarnya nyaman pelayanan nya sangat ramah mbak selvi dan bang irwan proses check masuk dan check keluar nya juga cepat
Dwi Muhadiyantoro,5,5,untuk pelayanan baik kondisi kamar bersih dan untuk makanan bervariasi jadi cukup memuaskan irwan
Indah Maharani,6,5,sangat happy nginep di hotel harper ini ini adalah staycation saya ketika saya hamil dan kamarnya sangat nyaman untuk ibu hamil begitupula dengan menu breakfastnya sangat enak enak
Kalianda Kalianda,1,5,hotel nya bagus pelayanan mba andin ramah memuas kan topp dehh
Kalianda 123,1,5,hotelnya bagus nyaman dan pelayanan mba andin sangat memuaskan
Adam Hendriawan,1,5,hotelnya bagus dan nyaman overal makanan enak enak pelayanan ramah khusus nya mas ezii
Sriasih Handayani,2,5,mba andin terimakasih pelayanan di hotel ini sangat memuaskan
grace tinora,10,5,hotel bagus kamar bersih ezii pelayanan ramah terimakasih dibantu bawa barang baranf
Alfina putri Miransyah,12,5,overall semuanya oke banget sii worth it untuk di inapi karena fasilitas dan makanan nya oke semu pelayanannya ramah apalagi ka the best bgtt sukses terus ya
EKSIS017,105,5,kamar bersih dan rapi mbak andin reseptionisnya jg ramah
Siti Fatonah,1,5,kamarnya luas dan bersih staff ramah dan menyenangkan makanan lengkap dan enak enak semua sangat recomended untuk ke harper irwan
firmanita ayu,427,5,pengalaman yang menyenangkan menginap di sini kamar nyaman bersih dan fasilitas lengkap menu sarapannya enak dan beragam lokasi strategis dekat halte lrt pelayanan baik terima kasih juga untuk mas irwan yang helpful
Ganang Widiatmojo,5,5,pelayanan bagus kamar nyaman sarapan enak harga saat dengan pelayanan dan kamar
FebiRana Ranarana,1,1,padahal ke 3x nya ke hotel ini tpi minta ganti kamar bilangya penuh padahal jelas masih ada saat aq cek di agoda karna kamar yang saya tempati airnya kecil banget dan wc berbau untuk harga segitu kamar yang sempit banget gk ada tempat makan sangat kurang nyaman susah bergerak apa lgi saya klo mesan paling dikit 3 hari dan ini pesann terakhir karna sudah di buat kecewa
Muhammad Alwy,1,1,jangan pesen via whatsapp yang tertera di gmaps soalnya saya sudah bayar tau nya bukan dari pihak hotel setelah saya datang gabisa buat check masuk
Gita Alisay,2,1,tidak bersih kamar nya banyak semut kecil di kasur kamar mandi sower rusak
aditya mulya,7,1,kamar pertama 708 bau gudang kulkas bau makanan busuk kamar ke 2 522 acnya ngga bisa di remot suhu 18 fan full kayak kulkas sampe ngga bisa tidur jam 5 pagi
Eko Prasetya,35,1,tolong kasih note ke penghuni kalau pesen go food tidak ngasih tip jangan minta di anter sampe depan kamar apa lagi naik2 ojol bukan babu
Adine Aulia,6,1,saya ditipu disuruh cetak kwitansi lewat qris nominalnya 3 juta
Ratna Nindya,7,1,pencahayaan kamar sangat minim sudah dikonfirm ke petugas berkali2 tapi infonya memang seperti itu tapi tidak masuk akal kamar kok gelap banget minta tambahan lampu infonya tidak tersedia pdhal kamar benar2 gelap sampai susah buat baca buku dan makan sampai hrs pakai senter buat baca buku dan makannya mau nangis banget kalau inget ac kamar jg bocor airnya netes trs itu ac sudah sampai diplester dibetulin napa heran deh kulkas jg tidak berfungsi gatau kamar harusnya d benerin tapi dikasih ke customer apa gmn beberapa pelayan di resto jutek parah berasa seperti nyolong makanan pdhal jg bayar zonk banget nginep di hotel ini pdhal sudah berharap bagus buat ngetik ini saja rasanya mau nangis dpt pengalaman kayak gini
